Count,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn_Probability,Predicted_Churn,Actual_Churn,Risk_Segment
1,95614,38.880622,-120.973865,Male,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.0,25.0,0,53,2371,0.3638616801003364,0,0,Low
1,94928,38.34719,-122.697822,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,1,78,4458,0.8159011642668462,1,1,High
1,95843,38.715498,-121.363411,Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,0,42,5184,0.0029442665113129764,0,0,Low
1,92131,32.89325,-117.087091,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,0,57,4957,0.005644274637926966,0,0,Low
1,93286,36.464635,-119.094348,Male,No,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.5,2301.15,0,57,3449,0.015467982212300623,0,0,Low
1,92122,32.85723,-117.209774,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,0,38,5045,0.005244675968697037,0,0,Low
1,91207,34.182378,-118.262922,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,94,4851,0.7615812237775602,1,1,High
1,94706,37.890274,-122.295192,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,0,44,5394,0.0025601377506579903,0,0,Low
1,91748,33.976753,-117.897367,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,1,93,5355,0.5057989400861452,1,1,Medium
1,92584,33.653338,-117.178271,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,0,69,5598,0.00519762086396198,0,0,Low
1,94134,37.721052,-122.413573,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,0,60,4336,0.06716874458101688,0,0,Low
1,92870,33.881158,-117.854783,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,1,87,5075,0.7568793334818208,1,1,High
1,95132,37.424655,-121.74841,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,0,31,5396,0.7551599084127345,1,0,High
1,93427,34.631362,-120.238218,Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,0,43,5593,0.33132596446653445,0,0,Low
1,93551,34.613476,-118.256358,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,0,29,2642,0.1965767187250919,0,0,Low
1,91335,34.200175,-118.540958,Male,No,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,0,35,5398,0.003269518304422947,0,0,Low
1,95564,40.809636,-124.189977,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,0,25,6181,0.1462367327428052,0,0,Low
1,91905,32.677097,-116.304991,Male,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,0,64,3274,0.11818688942273871,0,0,Low
1,94301,37.444314,-122.149996,Female,Yes,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,0,72,4759,0.014111121934167775,0,0,Low
1,94606,37.792489,-122.244314,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,84,2989,0.3987326467322942,0,1,Low
1,93654,36.636638,-119.421842,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,0,74,3723,0.5407946430110688,1,0,Medium
1,95511,40.166028,-123.584144,Male,No,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,0,59,6483,0.07420648878332274,0,0,Low
1,90266,33.889632,-118.39737,Male,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,69,3540,0.707276811152317,1,0,High
1,90503,33.840399,-118.353714,Male,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1513.6,0,38,6490,0.009335072815041864,0,0,Low
1,95335,38.109125,-120.078597,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,0,35,2704,0.05509671491577268,0,0,Low
1,91941,32.759327,-116.99726,Female,No,Yes,No,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,0,24,4864,0.02869190380232878,0,0,Low
1,91402,34.223768,-118.445461,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,1,82,3394,0.33961483421988503,0,1,Low
1,95825,38.590035,-121.412455,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,0,63,5106,0.4153735541269764,1,0,Medium
1,95547,40.557314,-124.081662,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,0,48,4053,0.01844158948986651,0,0,Low
1,94043,37.419725,-122.062947,Male,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,1,98,5525,0.5678807717294587,1,1,Medium
1,93286,36.464635,-119.094348,Male,No,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,0,58,3093,0.011753584049170417,0,0,Low
1,90660,33.989524,-118.089299,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,95,4638,0.2017027838896617,0,1,Low
1,94536,37.572273,-121.964583,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,0,33,4311,0.027971995661631225,0,0,Low
1,96136,40.345949,-120.081187,Male,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,0,24,4328,0.008588870709162698,0,0,Low
1,95834,38.646209,-121.52446,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,0,51,4122,0.027937985099717275,0,0,Low
1,92346,34.129677,-117.154277,Male,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,0,25,2597,0.4670857421698589,1,0,Medium
1,93234,36.217864,-120.080117,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,0,46,4921,0.01633837239217456,0,0,Low
1,91436,34.152875,-118.486056,Female,No,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,0,34,4798,0.006892068502163397,0,0,Low
1,90059,33.927254,-118.249826,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,1,73,4519,0.3226444945563442,0,1,Low
1,94107,37.768881,-122.395521,Female,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,0,54,4361,0.1326952751086876,0,0,Low
1,94930,37.971751,-122.611873,Female,No,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,0,75,5097,0.24367533564643082,0,0,Low
1,94592,38.093701,-122.276589,Female,No,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,0,72,5590,0.3161288366214708,0,0,Low
1,92612,33.643095,-117.810896,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,0,75,3574,0.0020758863311243023,0,0,Low
1,96035,40.03194,-122.176023,Female,No,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,0,51,3572,0.11581097954463326,0,0,Low
1,96105,39.872961,-120.198876,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,0,46,4027,0.04445240748103142,0,0,Low
1,94571,38.148862,-121.737696,Female,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,0,23,4912,0.05618409398708885,0,0,Low
1,95469,39.408634,-123.045516,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,0,40,5082,0.013037250451149868,0,0,Low
1,92504,33.9108,-117.398153,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,0,71,3042,0.5526842293034647,1,0,Medium
1,90403,34.031529,-118.491156,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,0,71,3253,0.06408918755275944,0,0,Low
1,94922,38.343282,-122.9755,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,0,25,5819,0.22178389707162124,0,0,Low
1,90039,34.110845,-118.259595,Male,No,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,1,66,2454,0.27622243907091676,0,1,Low
1,91932,32.579134,-117.119009,Male,No,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,0,50,3314,0.20710972756065027,0,0,Low
1,92627,33.645672,-117.922613,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,1,71,4479,0.678905294093855,1,1,Medium
1,91010,34.145695,-117.95982,Female,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,29,4047,0.10810954104648667,0,0,Low
1,92259,32.698964,-115.886656,Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,0,39,4665,0.0020335289085720515,0,0,Low
1,93446,35.634222,-120.728341,Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,903.7,0,24,3451,0.003078198936260689,0,0,Low
1,96080,40.186772,-122.388361,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,1,92,5849,0.4572357627194211,1,1,Medium
1,92592,33.507255,-117.029473,Male,Yes,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,1,97,2673,0.4318300778585794,1,1,Medium
1,92307,34.55082,-117.122396,Female,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,94,2353,0.512020617885187,1,1,Medium
1,94939,37.937082,-122.532369,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,1887.0,0,22,5613,0.0044870016194690585,0,0,Low
1,90704,33.391181,-118.421305,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,93,2377,0.7102685137065478,1,1,High
1,95385,37.609095,-121.263381,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,85,2734,0.6912629914777814,1,1,Medium
1,95912,38.982373,-122.047751,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,0,57,5625,0.006150546605213327,0,0,Low
1,96028,41.017282,-121.468945,Female,No,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,0,43,4375,0.014150838833190882,0,0,Low
1,90007,34.027337,-118.28515,Male,No,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,0,43,4459,0.1904414139935801,0,0,Low
1,92672,33.429488,-117.609432,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,31,4909,0.26248677400748893,0,0,Low
1,94305,37.424342,-122.165641,Female,No,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,0,37,6499,0.02600506998211932,0,0,Low
1,91020,34.2112,-118.230625,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,0,79,5707,0.026284727958767063,0,0,Low
1,93455,34.818227,-120.418784,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,45,5286,0.6044343877178378,1,0,Medium
1,95625,38.349195,-121.902943,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,1,70,5146,0.7982465059094062,1,1,High
1,95379,37.939768,-120.188002,Female,No,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,0,80,2775,0.5636871167110293,1,0,Medium
1,95659,38.788898,-121.608624,Female,No,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,0,45,5470,0.13421412329153362,0,0,Low
1,96056,41.10831,-121.360362,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,0,26,4775,0.048877681819580215,0,0,Low
1,92075,33.001813,-117.263628,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,0,25,3972,0.024299150576082812,0,0,Low
1,95936,39.578792,-120.780786,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,1,97,4580,0.5740910038794523,1,1,Medium
1,95430,38.445603,-123.063756,Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,0,38,5070,0.007493934080334559,0,0,Low
1,90732,33.744119,-118.31448,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,0,57,5121,0.23214990679043565,0,0,Low
1,95550,40.7666,-123.80458,Male,No,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,0,35,2378,0.038532636924553436,0,0,Low
1,94301,37.444314,-122.149996,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,0,20,6335,0.10672033574729725,0,0,Low
1,94044,37.573633,-122.455167,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,0,50,2143,0.4521555145110197,1,0,Medium
1,90065,34.108833,-118.229715,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,0,74,2868,0.6387867182543125,1,0,Medium
1,95410,39.225694,-123.717354,Female,No,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,0,41,2347,0.13178846138038092,0,0,Low
1,92059,33.384345,-117.072619,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,1,78,5461,0.4241765120440804,1,1,Medium
1,96017,41.121108,-122.336613,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,1,83,5219,0.6444271997172621,1,1,Medium
1,93103,34.438581,-119.685368,Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,0,43,3191,0.17612306326039834,0,0,Low
1,93251,35.38381,-119.730885,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,1,75,3336,0.6220404544800098,1,1,Medium
1,95951,39.732767,-122.042298,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0,40,4496,0.8340280940720665,1,0,High
1,96133,38.636052,-119.489162,Male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,1,65,3797,0.3787064787526759,0,1,Low
1,95388,37.421299,-120.599587,Female,No,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,0,33,2810,0.15884416763132192,0,0,Low
1,91325,34.236683,-118.517588,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,1,78,2643,0.7849501187459269,1,1,High
1,93622,36.785618,-120.625382,Male,No,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,0,71,2136,0.14138364997979386,0,0,Low
1,95841,38.660442,-121.346321,Female,No,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,0,64,2157,0.03521203278463388,0,0,Low
1,95405,38.439696,-122.668817,Female,No,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,0,77,3766,0.37130559320133066,0,0,Low
1,90620,33.845706,-118.012204,Female,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,1,89,3380,0.5276177082441094,1,1,Medium
1,96027,41.405193,-123.008567,Male,No,No,No,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,0,61,4003,0.059166432745213736,0,0,Low
1,93218,35.846067,-119.004073,Male,No,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,563.5,0,52,5318,0.12107603523694736,0,0,Low
1,92503,33.890046,-117.455583,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,77,4263,0.6747949743862475,1,1,Medium
1,95453,39.080469,-122.955176,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,1,89,2426,0.6750747401682372,1,1,Medium
1,90045,33.954017,-118.402447,Male,Yes,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,0,43,5166,0.17587322626176438,0,0,Low
1,95485,39.220368,-122.907693,Female,No,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,0,73,4298,0.010221698785554146,0,0,Low
1,95549,40.664483,-123.865325,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.65,196.9,0,22,2111,0.3399476089185588,0,0,Low
1,93451,35.886767,-120.608661,Male,Yes,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0,60,3594,0.45723310361301606,1,0,Medium
1,92250,32.811001,-115.152865,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,80,4020,0.3951847095094892,0,1,Low
1,90063,34.044271,-118.185237,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,5044.8,0,42,5140,0.25810875033846614,0,0,Low
1,90680,33.801869,-117.995068,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,68,2484,0.2433600099607561,0,0,Low
1,94005,37.684694,-122.40712,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,1,66,4152,0.24420114145824712,0,1,Low
1,95560,40.142256,-123.852927,Male,No,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,0,36,5052,0.034737378600699434,0,0,Low
1,93628,36.807595,-118.901544,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,0,41,4699,0.04173120683499011,0,0,Low
